1,2.0,21.0,19.1
1,2.0,20.4,19.3
1,2.0,20.3,19.6
1,2.0,20.2,20.1
1,2.0,20.0,20.5
1,2.0,19.8,20.8
1,2.0,19.7,21.0
1,2.0,19.8,21.2
1,2.0,19.7,21.3
1,2.0,19.6,21.5
1,2.0,19.5,21.7
1,2.0,19.4,21.8
1,2.0,19.4,21.9
5,2.0,19.4,22.0
5,2.0,19.8,22.1
5,2.0,20.0,22.1
5,2.0,20.0,22.2
5,2.0,19.9,22.3
5,2.0,19.9,22.5
5,2.0,20.0,22.6
5,2.0,20.2,22.7
5,2.0,21.0,22.6
5,2.0,22.4,22.4
5,2.0,21.7,22.2
5,2.0,21.9,21.8
5,2.0,21.1,21.5
5,2.0,20.8,21.1
5,2.0,21.0,21.1
5,2.0,21.2,21.3
5,2.0,20.9,21.1
5,2.0,20.8,21.0
5,2.0,21.0,21.2
5,2.0,21.0,21.3
5,1.0,20.9,21.1
5,1.0,20.6,20.9
5,1.0,20.3,20.6
5,1.0,20.0,20.3
6,1.0,19.7,20.0
6,1.0,19.4,19.9
6,1.0,19.1,19.5
6,1.0,18.8,19.2
6,1.0,18.6,19.0
6,1.0,19.3,19.4
6,1.0,19.4,19.6
6,1.0,19.3,19.5
6,1.0,19.2,19.4
6,1.0,18.8,19.1
6,1.0,18.8,19.0
6,1.0,18.6,18.8
6,1.0,18.3,18.6
6,1.0,18.1,18.4
6,1.0,18.0,18.2
6,1.0,17.8,18.0
6,1.0,18.0,18.1
6,1.0,18.6,18.7
6,1.0,18.6,18.7
6,1.0,18.6,18.7
6,1.0,18.4,18.6
6,1.0,18.2,18.4
6,1.0,18.0,18.2
6,1.0,17.8,18.1
7,1.0,17.6,17.8
7,1.0,17.5,17.8
7,1.0,17.3,17.5
7,1.0,17.1,17.3
7,1.0,17.0,17.2
7,1.0,16.8,17.0
7,1.0,16.7,16.9
7,1.0,16.6,16.8
7,1.0,16.4,16.7
7,1.0,15.6,15.6
7,1.0,14.6,14.3
7,1.0,13.8,13.4
7,1.0,12.9,12.8
7,1.0,12.1,12.1
7,1.0,11.5,11.5
7,1.0,11.2,11.3
7,1.0,11.1,11.2
7,1.0,11.1,11.2
7,1.0,11.2,11.2
7,1.0,11.3,11.4
7,1.0,11.1,11.3
7,1.0,10.5,10.8
7,1.0,10.0,10.3
7,1.0,9.6,9.8
8,1.0,9.3,9.5
8,1.0,9.2,9.4
8,1.0,9.2,9.3
8,1.0,9.2,9.3
8,1.0,9.2,9.3
8,1.0,9.3,9.4
8,1.0,9.3,9.4
8,1.0,9.4,9.5
8,9.0,9.2,9.5
8,9.0,8.9,9.2
8,9.0,8.5,8.7
8,9.0,8.4,8.6
8,9.0,8.4,8.4
8,9.0,8.4,8.5
8,9.0,8.4,8.5
8,9.0,8.5,8.6
8,9.0,8.6,8.7
8,9.0,8.7,8.8
8,9.0,8.8,8.8
8,9.0,8.8,8.9
8,9.0,8.9,9.0
8,9.0,8.8,9.1
8,9.0,8.6,8.8
8,9.0,8.5,8.8
9,9.0,8.5,8.6
9,9.0,8.5,8.6
9,9.0,8.6,8.7
9,9.0,8.6,8.7
9,9.0,8.7,8.8
9,9.0,8.8,8.9
9,9.0,8.8,9.0
9,9.0,8.9,9.0
9,9.0,8.8,9.0
9,9.0,8.5,8.8
9,9.0,8.4,8.6
9,9.0,8.4,8.5
9,9.0,8.4,8.6
9,9.0,8.5,8.6
9,9.0,8.6,8.7
9,9.0,8.7,8.8
9,9.0,8.8,8.9
9,9.0,8.8,8.9
9,9.0,8.9,9.0
9,9.0,8.9,9.1
9,9.0,8.6,8.9
9,9.0,8.4,8.6
9,9.0,8.3,8.5
9,9.0,8.4,8.5
10,9.0,8.4,8.5
10,9.0,8.4,8.6
10,9.0,8.5,8.6
10,9.0,8.6,8.7
10,9.0,8.6,8.8
10,9.0,8.7,8.8
10,9.0,8.8,9.0
10,9.0,8.9,9.0
10,9.0,8.9,9.1
10,9.0,8.5,8.9
1,1.0,10.2,10.8
1,1.0,9.9,10.9
1,1.0,9.8,10.8
1,1.0,9.7,10.9
1,1.0,9.6,10.9
1,1.0,9.6,10.9
1,1.0,9.6,10.9
1,1.0,9.5,10.9
1,1.0,9.5,10.9
1,1.0,9.5,11.0
1,1.0,9.4,11.0
2,1.0,9.4,11.0
2,1.0,9.4,11.1
2,11.0,9.4,11.1
2,11.0,9.4,11.2
2,1.0,9.4,11.1
2,1.0,9.4,11.2
2,1.0,9.4,11.1
2,1.0,9.4,11.2
2,1.0,9.4,11.2
2,1.0,9.4,11.1
2,1.0,9.4,11.2
2,1.0,9.5,11.2
2,1.0,9.5,11.3
2,1.0,9.6,11.3
2,1.0,9.6,11.3
2,1.0,9.7,11.3
2,1.0,9.8,11.4
2,1.0,9.9,11.3
2,1.0,10.2,11.5
